,ID,Phase,Mode,Runtime,Elapsed_Time
65,caeab38d-77b5-42b4-a1bf-cea5d7fec0c6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|23|20|21|17|16|18|19|14|22|,fast,0.147,0.147
66,42b51468-6b2a-4968-a5df-2bf918d62154,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|19|21|20|17|16|14|23|18|22|,fast,0.146,0.146
67,d841522f-c3de-43e4-a862-03ad704f74ad,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|16|17|22|21|23|14|20|19|18|,fast,0.145,0.145
68,fd33a00f-9d24-48e0-908f-3db3fc8be671,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|17|21|20|16|19|14|18|15|23|,fast,0.145,0.145
69,ccb7005a-b57a-46f0-83c0-379bdfe228d4,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|16|20|21|19|17|15|23|14|22|,fast,0.145,0.145
70,f191702d-1173-4b7b-aad6-8924aecabdd2,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|22|14|17|21|18|23|16|19|20|,fast,0.146,0.146
71,b435dd62-e688-4c96-bb66-77d38670e855,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|15|17|16|18|23|22|14|20|21|,fast,0.146,0.146
72,89fb6a11-7ee7-435b-b1ea-b10c8d1e9658,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|14|23|21|16|18|20|15|17|19|,fast,0.145,0.145
73,d223c8d4-e0b6-46af-a1fd-8ecc3c1afbee,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|17|21|23|19|22|18|20|15|14|,fast,0.145,0.145
74,05403455-1323-49a7-90db-6714c6622bce,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|17|16|15|18|14|22|23|21|20|,fast,0.147,0.147
75,c0bd6cc9-7154-4ceb-9648-45fd04019f9e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|19|15|21|20|23|16|22|14|17|,fast,0.147,0.147
76,f4a933dd-f7cd-4fff-b8ec-f9f6f6806333,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|15|23|20|21|19|17|14|16|18|,fast,0.146,0.146
77,54a697e0-60ec-4b7c-8068-2c939f0e8710,0|1|2|3|4|5|6|7|8|9|10|11|12|13|22|17|18|15|19|20|21|16|23|14|,fast,0.146,0.146
78,2be5c34a-38e7-490f-8c3e-e677fe6897c6,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|21|18|14|17|16|23|22|15|20|,fast,0.145,0.145
