,ID,Phase,Mode,Runtime,Elapsed_Time
66,31fdb8e2-221e-4993-8d5e-bf0830a6c0b3,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|18|22|16|19|17|14|23|21|15|,fast,0.118,0.118
67,70a909d5-bae6-4508-b0b1-a8889db7dbc7,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|20|18|16|21|15|17|19|23|22|,fast,0.118,0.118
68,e06c0c18-bcc2-43be-9583-8a2acfe5daca,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|23|21|16|19|14|15|22|18|17|,fast,0.119,0.119
69,9e5fed40-ce07-472e-a4f1-2ff0c4d1c1fb,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|20|18|15|16|21|17|22|19|14|,fast,0.118,0.118
70,6ed92fa7-9ffa-4e7e-b8f9-8149906afcc8,0|1|2|3|4|5|6|7|8|9|10|11|12|13|21|15|14|19|20|16|18|23|17|22|,fast,0.118,0.118
71,bcdef549-7430-427b-9b24-43ba5133e04f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|15|14|21|19|20|22|18|17|16|,fast,0.12,0.12
72,a21cead6-4c8f-484f-ad2c-92dba8584713,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|23|21|15|20|16|22|17|14|19|,fast,0.118,0.118
73,a59a2b69-74c8-4931-8cea-329ec33fd1a1,0|1|2|3|4|5|6|7|8|9|10|11|12|13|23|16|19|14|21|18|20|15|17|22|,fast,0.119,0.119
74,6b7aeaf9-1c91-4fda-9d7c-330f61c8c28e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|14|23|15|22|17|16|18|21|19|,fast,0.118,0.118
75,f242f61d-f503-4030-98c7-b841075db65b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|16|20|21|23|17|14|15|22|18|,fast,0.119,0.119
76,fb88dcb5-7e0f-490b-afca-088f8a5024f5,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|21|20|19|16|22|18|23|14|17|,fast,0.118,0.118
77,75bf9b43-adfb-48a5-b513-9e6165c2611d,0|1|2|3|4|5|6|7|8|9|10|11|12|13|15|17|20|18|19|22|14|23|21|16|,fast,0.118,0.118
78,3ea7011f-2ae7-489c-8c40-ba731fb6752f,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|14|21|18|17|22|23|16|15|20|,fast,0.118,0.118
79,642e9a83-2e62-485e-9327-3451dd53045a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|17|16|19|14|23|22|20|15|21|,fast,0.119,0.119
80,7184bc4c-d086-47e8-9d7c-45d7d347ea7b,0|1|2|3|4|5|6|7|8|9|10|11|12|13|14|19|15|20|22|23|16|18|21|17|,fast,0.118,0.118
81,aaa63435-c61e-4d6c-ba7c-c593f9ada12a,0|1|2|3|4|5|6|7|8|9|10|11|12|13|20|19|14|23|17|15|18|16|22|21|,fast,0.118,0.118
82,2dd9288e-be90-4396-b4f7-e171ecd13a01,0|1|2|3|4|5|6|7|8|9|10|11|12|13|16|19|21|23|15|17|14|18|22|20|,fast,0.118,0.118
83,1377d059-dc0a-4569-abf4-3c850bd4cd4e,0|1|2|3|4|5|6|7|8|9|10|11|12|13|19|14|20|17|23|21|22|16|18|15|,fast,0.118,0.118
84,2df1c239-2e46-4365-87bb-bbc1ca89df70,0|1|2|3|4|5|6|7|8|9|10|11|12|13|18|21|19|16|14|20|23|17|22|15|,fast,0.117,0.117
